,World Rank,University Name,City,Country,Overall Score,Academic Reputation,Employer Reputation,Citations per Faculty,Faculty Students Ratio,International Students Ratio,International Faculty Ratio,International Research Network,Employment Outcomes,Total students count,UG student % (Domestic),PG student % (Domestic),International students count,UG student % (International),PG student % (International),Total faculty staff count,Domestic staff %,International staff %
17,16,Princeton University,Princeton,United States,89.2,99.9,98.9,100.0,72.6,62.2,26.0,78.5,100.0,7767,60.0,40.0,1813,30.0,70.0,1066,92.0,8.0
18,18,Yale University,New Haven,United States,89.0,99.9,100.0,51.5,100.0,77.3,89.2,92.0,100.0,11283,52.0,48.0,3118,22.0,78.0,5527,65.0,35.0
19,19,"Nanyang Technological University, Singapore (NTU)",Singapore,Singapore,88.4,90.4,76.1,94.1,83.2,74.1,100.0,89.6,84.6,25895,80.0,20.0,6900,47.0,53.0,3735,35.0,65.0
20,20,Cornell University,Ithaca,United States,87.2,98.3,91.4,99.3,62.2,55.3,63.9,90.0,99.5,23188,63.0,37.0,5015,29.0,71.0,2838,80.0,20.0
21,21,The University of Hong Kong,Hong Kong,Hong Kong,87.0,97.4,62.9,72.6,84.2,98.7,100.0,81.1,99.0,19958,74.0,26.0,8353,59.0,41.0,2957,30.0,70.0
22,22,Columbia University,New York City,United States,86.7,99.7,98.1,47.2,100.0,94.6,47.6,98.9,99.8,25914,30.0,70.0,8686,16.0,84.0,7401,84.0,16.0
23,23,The University of Tokyo,Tokyo,Japan,85.3,100.0,99.7,73.3,91.9,27.8,10.4,89.5,97.8,27826,50.0,50.0,4063,12.0,88.0,4534,93.0,7.0
24,24,Johns Hopkins University,Baltimore,United States,85.1,87.9,47.2,87.3,100.0,82.9,63.6,97.7,95.3,14891,39.0,61.0,4251,22.0,78.0,4969,76.0,24.0
25,25,University of Michigan-Ann Arbor,Ann Arbor,United States,84.4,98.5,91.3,62.5,88.9,33.1,71.2,96.3,96.0,45651,66.0,34.0,7341,40.0,60.0,7132,73.0,27.0
26,26,Université PSL,Paris,France,83.8,74.4,97.0,84.1,99.8,83.6,59.7,99.7,53.9,14591,25.0,75.0,5536,17.0,83.0,3180,77.0,23.0
27,27,"University of California, Berkeley (UCB)",Berkeley,United States,82.7,100.0,100.0,99.9,23.9,57.7,93.3,96.7,99.1,40468,75.0,25.0,8989,66.0,34.0,3405,62.0,38.0
28,28,The University of Manchester,Manchester,United Kingdom,82.3,95.1,97.7,59.0,63.1,99.4,93.4,98.9,66.4,41182,69.0,31.0,18345,57.0,43.0,4829,62.0,38.0
29,29,Seoul National University,Seoul,South Korea,82.2,98.6,97.8,70.3,87.0,10.3,12.2,79.3,97.7,24451,65.0,35.0,2014,70.0,30.0,3838,92.0,8.0
30,30,Australian National University (ANU),Canberra,Australia,82.1,93.6,70.1,99.3,38.0,96.0,100.0,94.6,59.1,17269,61.0,39.0,6152,35.0,65.0,1716,40.0,60.0
31,31,McGill University,Montreal,Canada,81.9,93.3,93.6,59.6,68.9,95.1,87.6,95.2,90.0,30391,76.0,24.0,11082,69.0,31.0,3926,66.0,34.0
32,32,Northwestern University,Evanston,United States,81.8,84.4,71.9,84.2,98.3,38.8,40.5,89.0,98.4,19273,42.0,58.0,3384,24.0,76.0,3579,82.0,18.0
33,33,The University of Melbourne,Parkville,Australia,81.6,98.6,94.9,95.0,17.9,99.8,93.1,97.6,91.1,48157,54.0,46.0,22559,47.0,53.0,3668,63.0,37.0
34,34,Fudan University,Shanghai,China,81.5,83.6,93.5,70.4,89.3,38.7,89.3,70.6,65.7,30385,53.0,47.0,5322,63.0,37.0,4771,65.0,35.0
35,34,University of Toronto,Toronto,Canada,81.5,99.6,98.3,43.5,65.6,95.7,95.8,96.7,94.0,81016,76.0,24.0,30014,78.0,22.0,10191,60.0,40.0
36,36,Kyoto University,Kyoto,Japan,81.4,98.6,98.9,54.2,94.8,22.1,14.9,85.5,56.9,22537,53.0,47.0,2905,7.0,93.0,3863,91.0,9.0
37,37,King's College London,London,United Kingdom,81.2,88.8,83.2,60.5,74.5,100.0,98.6,99.3,56.9,33399,61.0,39.0,17592,55.0,45.0,4027,55.0,45.0
38,38,The Chinese University of Hong Kong (CUHK),Hong Kong,Hong Kong,80.6,87.3,49.6,92.9,60.9,90.5,100.0,74.9,79.4,18300,85.0,15.0,6062,70.0,30.0,2217,46.0,54.0
39,39,New York University (NYU),New York City,United States,80.3,95.9,99.0,28.9,98.1,94.4,31.3,92.0,99.7,33331,56.0,44.0,11936,46.0,54.0,7386,85.0,15.0
40,40,The Hong Kong University of Science and Technology,Hong Kong,Hong Kong,79.8,82.0,50.1,98.6,62.6,87.9,100.0,56.2,91.2,9581,82.0,18.0,3041,52.0,48.0,1176,21.0,79.0
41,41,The University of Sydney,Sydney,Australia,79.6,96.2,91.7,92.1,15.6,100.0,99.3,97.3,90.8,57354,61.0,39.0,35254,53.0,47.0,3297,53.0,47.0
42,42,KAIST - Korea Advanced Institute of Science & Technology,Daejeon,South Korea,79.3,88.1,85.8,97.7,68.9,12.3,23.1,65.2,63.2,9974,34.0,66.0,916,43.0,57.0,1289,88.0,12.0
43,42,Zhejiang University,Hangzhou,China,79.3,72.2,95.3,88.4,78.7,42.5,99.1,80.8,42.3,48150,48.0,52.0,7463,52.0,48.0,5084,53.0,47.0
44,44,"University of California, Los Angeles (UCLA)",Los Angeles,United States,78.7,100.0,99.9,85.9,37.7,27.5,45.1,96.3,98.0,45771,70.0,30.0,6647,48.0,52.0,4532,81.0,19.0
45,45,The University of New South Wales (UNSW Sydney),Sydney,Australia,78.0,89.0,91.1,97.6,16.8,99.8,100.0,98.2,93.0,37891,74.0,26.0,17748,61.0,39.0,3149,44.0,56.0
46,46,Shanghai Jiao Tong University,Shanghai,China,77.4,82.7,90.2,97.1,57.7,38.4,40.9,73.9,57.8,38056,46.0,54.0,6637,62.0,38.0,4492,89.0,11.0
47,47,University of British Columbia,Vancouver,Canada,77.0,98.0,95.4,42.1,56.5,74.9,89.0,97.9,75.2,51766,82.0,18.0,13917,75.0,25.0,6269,65.0,35.0
48,48,Institut Polytechnique de Paris,Palaiseau Cedex,France,76.8,45.3,99.4,93.9,98.9,98.2,97.0,94.8,99.8,5930,26.0,74.0,2417,22.0,78.0,1148,56.0,44.0
49,49,Technical University of Munich,Munich,Germany,76.4,84.0,96.8,25.8,96.4,95.0,70.3,91.8,37.5,34724,49.0,51.0,13001,37.0,63.0,6855,73.0,27.0
50,50,Duke University,Durham,United States,74.8,86.1,79.8,41.2,100.0,55.1,20.2,95.5,98.6,15969,41.0,59.0,3445,18.0,82.0,5608,89.0,11.0
51,50,The University of Queensland,Brisbane City,Australia,74.8,86.6,75.6,90.8,20.2,100.0,100.0,94.6,41.8,42871,65.0,35.0,23372,51.0,49.0,3339,40.0,60.0
52,52,Carnegie Mellon University,Pittsburgh,United States,74.6,72.1,69.0,100.0,58.6,97.1,38.2,88.7,85.3,12692,50.0,50.0,4786,22.0,78.0,1537,84.0,16.0
53,53,"University of California, San Diego (UCSD)",San Diego,United States,74.5,90.0,61.6,77.0,55.6,53.7,54.9,96.9,21.2,38568,81.0,19.0,8184,65.0,35.0,4476,78.0,22.0
54,54,City University of Hong Kong,Hong Kong,Hong Kong,73.6,57.3,29.4,98.1,88.6,100.0,100.0,55.1,100.0,8876,66.0,34.0,5337,41.0,59.0,1382,20.0,80.0
55,55,Tokyo Institute of Technology (Tokyo Tech),Tokyo,Japan,72.5,74.1,93.4,65.9,81.5,37.9,36.1,55.8,33.6,9928,48.0,52.0,1720,16.0,84.0,1431,84.0,16.0
56,56,The London School of Economics and Political Science (LSE),London,United Kingdom,72.3,69.0,98.3,84.6,37.8,100.0,100.0,67.6,99.9,12349,45.0,55.0,8958,36.0,64.0,1224,36.0,64.0
57,57,Monash University,Melbourne,Australia,71.6,87.6,80.8,79.3,11.2,100.0,100.0,95.1,56.8,56357,70.0,30.0,31022,60.0,40.0,3644,44.0,56.0
58,58,University of Amsterdam,Amsterdam,Netherlands,71.1,82.7,42.3,97.3,26.7,80.7,92.3,97.2,51.4,36003,64.0,36.0,10464,64.0,36.0,2989,63.0,37.0
59,59,Ludwig-Maximilians-Universität München,Munich,Germany,70.4,92.6,75.7,45.5,56.0,38.8,64.2,94.7,39.3,34444,66.0,34.0,6042,51.0,49.0,4024,75.0,25.0
60,60,Sorbonne University,Paris,France,70.1,90.0,41.7,86.3,40.6,54.7,28.3,99.6,60.9,42298,48.0,52.0,9078,40.0,60.0,4543,86.0,14.0
61,61,Delft University of Technology,Delft,Netherlands,70.0,71.6,80.2,84.4,34.5,83.7,100.0,95.9,64.0,21238,46.0,54.0,6358,24.0,76.0,2036,50.0,50.0
62,61,University of Bristol,Bristol,United Kingdom,70.0,74.4,84.1,55.3,58.3,84.9,90.5,93.9,90.5,27627,76.0,24.0,8404,55.0,45.0,3230,64.0,36.0
63,63,Brown University,Providence,United States,69.6,57.6,54.2,89.9,80.8,49.8,82.8,73.6,99.6,10308,69.0,31.0,2088,45.0,55.0,1477,69.0,31.0
64,64,The University of Warwick,Coventry,United Kingdom,69.1,71.8,89.3,63.1,43.1,99.2,98.1,93.6,62.0,25291,71.0,29.0,10987,55.0,45.0,2535,56.0,44.0
65,65,Universität Heidelberg,69117 Heidelberg,Germany,69.0,78.7,40.3,41.1,99.8,47.2,51.3,95.2,22.8,19315,74.0,26.0,3793,59.0,41.0,4186,79.0,21.0
66,65,The Hong Kong Polytechnic University,Hong Kong,Hong Kong,69.0,66.1,37.0,68.9,78.4,80.7,100.0,74.2,49.2,21207,69.0,31.0,6103,34.0,66.0,2971,43.0,57.0
67,67,Universidad de Buenos Aires (UBA),Buenos Aires,Argentina,68.9,92.3,94.0,1.8,76.0,68.9,63.7,63.0,34.3,117449,92.0,8.0,29516,88.0,12.0,16103,76.0,24.0
68,68,Osaka University,Osaka City,Japan,68.2,80.2,85.4,59.1,67.4,14.4,25.0,75.2,21.0,22753,65.0,35.0,2296,22.0,78.0,2132,87.0,13.0
69,69,Universit Paris-Saclay,Gif-sur-Yvette,France,68.1,57.2,99.2,49.5,99.7,59.1,43.7,97.1,7.8,29592,26.0,74.0,7028,11.0,89.0,7368,81.0,19.0
70,70,Universiti Malaya (UM),Kuala Lumpur,Malaysia,67.9,79.6,94.9,39.4,67.8,53.0,43.6,91.8,43.6,19157,69.0,31.0,4053,21.0,79.0,2403,83.0,17.0
71,71,Pohang University of Science And Technology (POSTECH),Pohang,South Korea,67.7,47.4,69.4,98.0,100.0,2.9,34.7,30.9,54.8,3146,38.0,62.0,92,0.0,100.0,762,84.0,16.0
72,72,University of Texas at Austin,Austin,United States,67.4,93.7,85.2,90.9,9.8,10.8,7.6,90.9,71.1,48128,79.0,21.0,4074,38.0,62.0,2974,95.0,5.0
73,73,Yonsei University,Seoul,South Korea,67.0,75.5,95.5,28.4,88.6,51.3,19.4,63.5,68.8,24442,77.0,23.0,5046,88.0,12.0,3803,89.0,11.0
74,74,Korea University,Seoul,South Korea,66.9,79.3,93.9,29.5,86.1,32.9,14.7,63.1,71.8,25306,72.0,28.0,4052,84.0,16.0,3828,91.0,9.0
75,75,Lomonosov Moscow State University,Moscow,Russia,66.8,80.5,77.0,5.3,99.8,91.9,19.2,87.5,91.2,30385,58.0,42.0,10341,51.0,49.0,6572,89.0,11.0
76,76,KU Leuven,Leuven,Belgium,66.0,83.8,53.0,92.7,7.7,43.3,91.9,99.1,44.8,49513,46.0,54.0,9243,22.0,78.0,2800,63.0,37.0
77,77,National Taiwan University (NTU),Taipei City,Taiwan,65.7,92.3,92.6,49.7,33.4,32.6,19.0,75.0,96.7,31732,54.0,46.0,5058,66.0,34.0,2992,89.0,11.0
78,78,University of Southampton,Southampton,United Kingdom,65.0,50.7,56.6,82.7,63.3,93.8,96.1,96.7,42.8,20057,70.0,30.0,7090,46.0,54.0,2483,59.0,41.0
79,79,Tohoku University,Sendai City,Japan,64.9,71.8,78.1,34.2,98.6,16.4,14.1,66.8,18.7,17676,60.0,40.0,1928,12.0,88.0,3412,91.0,9.0
80,80,University of Washington,Seattle,United States,64.7,84.8,48.6,100.0,10.8,36.0,32.5,97.6,84.1,43692,68.0,32.0,7352,63.0,37.0,2796,85.0,15.0
81,81,University of Glasgow,Glasgow,United Kingdom,64.6,75.1,75.1,34.7,50.5,98.9,95.5,94.7,95.5,32330,61.0,39.0,13848,36.0,64.0,3554,60.0,40.0
82,82,University of Copenhagen,Copenhagen,Denmark,64.1,72.8,36.6,26.0,100.0,24.5,91.3,99.1,58.2,30326,51.0,49.0,5382,40.0,60.0,7293,64.0,36.0
83,83,University of Wisconsin-Madison,Madison,United States,63.7,82.4,48.1,41.9,70.6,23.8,37.7,93.2,84.6,40700,74.0,26.0,5458,54.0,46.0,5332,78.0,22.0
84,83,University of Zurich,Zürich,Switzerland,63.7,58.0,39.2,49.3,93.3,55.5,100.0,93.5,77.8,21842,53.0,47.0,4494,28.0,72.0,3761,46.0,54.0
85,85,University of Illinois at Urbana-Champaign,Champaign,United States,63.6,85.6,60.9,88.7,9.5,46.4,20.3,92.2,70.0,46173,70.0,30.0,8969,47.0,53.0,2818,89.0,11.0
86,86,University of Leeds,Leeds,United Kingdom,62.8,70.2,78.4,47.8,41.6,86.5,86.3,97.8,42.9,34422,77.0,23.0,10710,53.0,47.0,3539,67.0,33.0
87,87,The University of Auckland,Auckland,New Zealand,62.7,81.5,48.3,54.1,22.4,92.4,99.9,87.2,79.2,27805,84.0,16.0,9541,70.0,30.0,2286,50.0,50.0
88,88,Georgia Institute of Technology,Atlanta,United States,62.3,67.7,77.0,95.5,11.1,54.8,62.9,78.5,63.5,26081,70.0,30.0,5631,24.0,76.0,3828,79.0,21.0
89,89,KTH Royal Institute of Technology,Stockholm,Sweden,62.1,45.8,58.2,76.4,70.0,70.2,97.1,89.9,81.4,13198,56.0,44.0,3365,25.0,75.0,1721,58.0,42.0
90,90,The University of Western Australia,Perth,Australia,61.7,55.6,49.9,98.9,21.8,99.9,100.0,98.2,65.0,18532,63.0,37.0,9013,56.0,44.0,1539,33.0,67.0
91,91,University of Birmingham,Birmingham,United Kingdom,61.1,66.0,74.7,45.9,44.1,87.4,91.0,95.1,37.6,33430,71.0,29.0,10533,53.0,47.0,3518,64.0,36.0
92,92,Durham University,Durham,United Kingdom,60.9,57.9,89.2,65.7,31.0,87.2,97.2,89.1,43.6,19922,80.0,20.0,6255,63.0,37.0,1837,58.0,42.0
93,93,Pennsylvania State University,University Park,United States,60.8,76.7,69.8,67.7,32.6,31.0,25.3,96.8,44.8,44827,86.0,14.0,6943,64.0,36.0,4207,87.0,13.0
94,94,University of Science and Technology of China,Hefei,China,60.7,51.6,12.4,99.9,86.6,5.7,18.7,67.0,37.6,19280,40.0,60.0,1038,3.0,97.0,2993,89.0,11.0
95,95,Lund University,Lund,Sweden,60.1,68.8,50.9,41.4,51.3,76.6,95.8,97.6,64.9,30184,69.0,31.0,8297,49.0,51.0,3380,59.0,41.0
96,96,The University of Sheffield,Sheffield,United Kingdom,59.5,58.7,53.5,46.9,59.4,97.8,85.3,94.7,33.7,28124,67.0,33.0,11193,46.0,54.0,3366,67.0,33.0
97,96,University of St Andrews,St. Andrews,United Kingdom,59.5,46.2,67.6,58.9,61.1,99.7,98.8,83.4,44.1,10485,79.0,21.0,4818,70.0,30.0,1272,55.0,45.0
98,98,"Trinity College Dublin, The University of Dublin",Dublin,Ireland,59.1,67.9,48.2,60.2,25.7,93.3,99.8,87.3,97.9,16019,76.0,24.0,5593,59.0,41.0,1383,51.0,49.0
99,99,Sungkyunkwan University (SKKU),Suwon,South Korea,58.9,60.2,72.7,37.8,83.9,38.7,18.9,58.8,33.9,22397,77.0,23.0,3923,76.0,24.0,3307,89.0,11.0
100,100,Rice University,Houston,United States,58.8,38.8,26.1,86.7,69.5,92.6,90.0,57.2,70.7,7956,53.0,47.0,2765,38.0,62.0,1014,65.0,35.0
101,101,University of Oslo,Oslo,Norway,58.7,54.9,14.5,62.7,83.8,27.5,86.2,97.9,65.7,20108,33.0,67.0,3607,20.0,80.0,2600,67.0,33.0
102,102,"University of California, Davis",Davis,United States,58.2,64.8,51.0,68.7,27.1,70.2,84.7,90.2,25.0,34934,83.0,17.0,8842,77.0,23.0,3050,68.0,32.0
103,102,University of North Carolina at Chapel Hill,Chapel Hill,United States,58.2,65.5,44.7,46.6,80.4,10.0,27.2,90.0,67.4,33018,72.0,28.0,2666,62.0,38.0,4713,86.0,14.0
104,104,Technical University of Denmark,Kongens Lyngby,Denmark,58.0,30.9,23.4,70.8,100.0,77.2,100.0,91.2,68.3,9598,52.0,48.0,2650,14.0,86.0,2251,47.0,53.0
105,104,Universidad Nacional Autónoma de México (UNAM),Mexico City,Mexico,58.0,96.0,95.1,2.9,43.2,2.6,9.3,91.3,61.5,156596,81.0,19.0,3847,48.0,52.0,16351,94.0,6.0
106,106,King Abdulaziz University (KAU),Jeddah,Saudi Arabia,57.8,48.4,70.7,50.6,66.3,54.3,99.0,93.4,10.5,32346,83.0,17.0,6915,69.0,31.0,4092,54.0,46.0
107,106,University of Helsinki,Helsinki,Finland,57.8,65.3,44.6,49.8,66.5,5.8,67.9,95.2,62.5,23059,55.0,45.0,1266,18.0,82.0,2922,74.0,26.0
108,108,Boston University,Boston,United States,57.2,62.3,57.2,61.6,40.4,83.3,33.7,86.9,80.5,25448,63.0,37.0,7577,55.0,45.0,2589,84.0,16.0
109,109,The University of Adelaide,Adelaide,Australia,57.0,52.3,35.2,94.5,17.2,99.8,99.8,93.1,40.2,23050,74.0,26.0,10945,60.0,40.0,1649,51.0,49.0
110,110,University of Alberta,Edmonton,Canada,56.9,55.1,48.9,53.9,51.5,76.9,95.3,96.1,41.0,30547,80.0,20.0,8406,63.0,37.0,3493,58.0,42.0
111,111,École Normale Supérieure de Lyon,Lyon,France,56.6,31.8,12.6,96.4,94.3,17.4,66.0,70.1,44.3,2194,12.0,88.0,247,2.0,98.0,369,75.0,25.0
112,112,Nagoya University,Nagoya,Japan,56.3,59.8,54.3,33.9,90.6,20.0,15.8,66.5,35.1,15658,61.0,39.0,1908,14.0,86.0,2504,91.0,9.0
113,112,Utrecht University,Utrecht,Netherlands,56.3,65.8,26.6,79.6,35.1,23.1,58.3,94.7,42.5,33748,62.0,38.0,4454,41.0,59.0,3254,77.0,23.0
114,114,University of Nottingham,Nottingham,United Kingdom,56.2,59.0,75.3,45.2,36.9,76.7,90.3,98.1,32.5,33984,79.0,21.0,9324,57.0,43.0,3338,64.0,36.0
115,115,Universidade de São Paulo,São Paulo,Brazil,56.1,91.8,69.9,40.6,17.4,2.7,7.6,94.7,78.9,65027,56.0,44.0,1693,14.0,86.0,4910,95.0,5.0
116,116,Aalto University,Espoo,Finland,55.9,44.5,45.8,89.3,44.4,35.6,94.9,90.3,79.8,13149,49.0,51.0,2199,15.0,85.0,1387,61.0,39.0
117,116,Université de Montréal,Montreal,Canada,55.9,57.4,47.2,27.6,76.2,53.7,89.5,86.0,19.3,39775,66.0,34.0,8443,56.0,44.0,5462,65.0,35.0
118,118,Freie Universitaet Berlin,Berlin,Germany,55.8,80.7,44.9,63.5,4.0,42.0,63.0,91.9,33.3,24567,63.0,37.0,4510,39.0,61.0,1405,76.0,24.0
119,118,Washington University in St. Louis,St. Louis,United States,55.8,40.1,15.3,55.6,99.9,55.1,82.4,84.9,71.0,13854,52.0,48.0,2987,17.0,83.0,3219,69.0,31.0
120,120,University of Bern,Bern,Switzerland,55.7,30.3,35.5,98.3,64.9,41.9,100.0,95.3,18.4,9688,44.0,56.0,1776,15.0,85.0,1212,43.0,57.0
121,121,Pontificia Universidad Católica de Chile (UC),Santiago,Chile,54.9,91.8,98.1,12.5,22.3,3.9,17.9,82.7,90.4,29291,85.0,15.0,1133,37.0,63.0,2406,90.0,10.0
122,122,Newcastle University,Newcastle upon Tyne,United Kingdom,54.8,46.2,83.8,58.9,39.1,75.6,84.8,96.9,84.8,26602,79.0,21.0,7205,59.0,41.0,2671,70.0,30.0
123,123,Universiti Putra Malaysia (UPM),Seri Kembangan,Malaysia,54.7,56.8,59.2,19.5,75.4,92.7,44.2,85.0,44.2,16403,58.0,42.0,5949,34.0,66.0,2238,81.0,19.0
124,124,Wageningen University & Research,Wageningen,Netherlands,54.6,42.8,17.0,48.2,97.4,76.4,50.5,96.9,18.8,15102,40.0,60.0,4131,8.0,92.0,2767,79.0,21.0
125,125,Chalmers University of Technology,Gothenburg,Sweden,54.5,27.9,60.7,81.6,60.5,72.4,100.0,84.1,22.5,10103,56.0,44.0,2641,31.0,69.0,1147,45.0,55.0
126,125,Queen Mary University of London,London,United Kingdom,54.5,48.9,36.2,62.6,42.8,99.5,99.7,93.7,13.8,22463,71.0,29.0,10039,54.0,46.0,2305,52.0,48.0
127,125,University of Geneva,Geneva,Switzerland,54.5,46.5,20.0,74.0,44.8,96.7,100.0,92.8,45.9,17744,51.0,49.0,6871,38.0,62.0,1814,40.0,60.0
128,128,Uppsala University,Uppsala,Sweden,54.3,63.6,27.4,43.4,43.4,74.7,95.3,97.1,48.5,24749,67.0,33.0,7383,48.0,52.0,2998,54.0,46.0
129,129,Purdue University,West Lafayette,United States,54.2,62.7,73.1,70.9,11.7,48.4,51.7,92.2,63.8,40335,80.0,20.0,8034,56.0,44.0,2622,82.0,18.0
130,129,Universiti Kebangsaan Malaysia (UKM),Bangi,Malaysia,54.2,57.9,62.0,9.4,93.1,38.7,42.8,76.5,42.8,17093,70.0,30.0,3060,31.0,69.0,2837,82.0,18.0
131,131,Humboldt-Universität zu Berlin,Berlin,Germany,54.1,90.1,55.6,29.5,8.7,33.9,58.1,91.4,26.0,33999,62.0,38.0,5535,40.0,60.0,2008,77.0,23.0
132,131,Leiden University,Leiden,Netherlands,54.1,68.1,23.4,65.8,22.2,47.2,85.1,94.7,30.0,33767,63.0,37.0,6631,52.0,48.0,2769,67.0,33.0
133,133,Nanjing University,Nanjing,China,53.9,57.7,17.7,96.1,32.3,8.2,54.0,74.9,29.6,35400,40.0,60.0,2513,59.0,41.0,3396,78.0,22.0
134,134,University of Southern California,Los Angeles,United States,53.7,54.6,59.1,71.7,28.4,77.4,36.1,89.2,94.8,44156,46.0,54.0,12224,26.0,74.0,3165,84.0,16.0
135,135,Kyushu University,Fukuoka City,Japan,53.5,56.6,65.0,26.8,84.9,20.7,15.1,66.1,22.4,18585,63.0,37.0,2305,15.0,85.0,2773,91.0,9.0
136,136,University of Basel,Basel,Switzerland,53.3,28.0,26.8,95.7,53.8,84.1,100.0,90.1,52.7,8632,42.0,58.0,2596,25.0,75.0,1057,36.0,64.0
137,137,University of Technology Sydney,Haymarket,Australia,53.2,41.8,66.1,90.4,9.6,97.6,94.6,89.5,94.6,23667,75.0,25.0,9664,57.0,43.0,1559,63.0,37.0
138,138,Eindhoven University of Technology,Eindhoven,Netherlands,52.7,28.9,72.8,78.2,50.5,56.9,100.0,72.3,45.1,10873,51.0,49.0,2532,47.0,53.0,1210,43.0,57.0
139,139,Politecnico di Milano,Milan,Italy,52.4,67.8,76.8,53.5,5.4,54.3,57.5,87.8,39.7,35205,59.0,41.0,7525,21.0,79.0,1745,77.0,23.0
140,140,The Ohio State University,Columbus,United States,52.0,61.1,62.2,34.6,51.1,16.2,63.0,96.5,41.9,55381,79.0,21.0,5991,65.0,35.0,6191,82.0,18.0
141,141,Hokkaido University,Sapporo,Japan,51.9,55.6,60.7,30.0,77.8,17.2,18.3,72.8,16.7,17704,64.0,36.0,1984,14.0,86.0,2467,90.0,10.0
142,141,"KIT, Karlsruhe Institute of Technology",Karlsruhe,Germany,51.9,44.7,67.7,72.0,33.3,50.6,68.6,89.6,54.3,19731,60.0,40.0,3758,45.0,55.0,2019,74.0,26.0
143,143,Ghent University,Ghent,Belgium,51.6,54.0,30.1,26.9,83.2,21.4,72.5,99.1,24.8,39447,53.0,47.0,4993,22.0,78.0,5783,73.0,27.0
144,143,Universiti Sains Malaysia (USM),Gelugor,Malaysia,51.6,59.7,66.6,13.4,65.2,75.3,25.4,79.6,6.0,18570,61.0,39.0,5618,26.0,74.0,2329,87.0,13.0
145,145,University of Groningen,Groningen,Netherlands,51.4,51.6,21.6,42.2,54.4,86.9,93.4,96.3,20.9,33664,63.0,37.0,10529,62.0,38.0,3867,62.0,38.0
146,146,Lancaster University,Lancaster,United Kingdom,51.2,39.6,30.0,82.2,31.5,94.5,93.3,88.9,93.3,16362,75.0,25.0,5876,70.0,30.0,1442,62.0,38.0
147,147,RWTH Aachen University,Aachen,Germany,51.1,49.5,88.7,73.3,5.4,81.1,48.3,84.1,30.8,41057,53.0,47.0,11877,39.0,61.0,2001,80.0,20.0
148,147,University of Rochester,Rochester,United States,51.1,23.8,20.1,55.0,99.3,95.1,74.9,75.1,46.5,10364,62.0,38.0,3775,53.0,47.0,1687,72.0,28.0
149,149,"University of California, Santa Barbara (UCSB)",Santa Barbara,United States,50.9,55.9,24.0,97.2,10.6,28.4,57.8,78.4,15.6,25553,89.0,11.0,3774,77.0,23.0,1620,77.0,23.0
150,150,Al-Farabi Kazakh National University,Almaty,Kazakhstan,50.8,49.1,76.9,1.3,98.3,34.6,30.5,35.3,30.5,20706,77.0,23.0,3523,82.0,18.0,4273,85.0,15.0
151,151,University of Vienna,Vienna,Austria,50.6,69.4,55.3,14.1,24.2,89.2,98.9,96.6,73.0,46198,64.0,36.0,14970,55.0,45.0,3971,54.0,46.0
152,152,McMaster University,Hamilton,Canada,50.4,39.9,50.2,21.3,84.7,59.2,99.3,79.8,42.9,27216,86.0,14.0,6146,77.0,23.0,4052,53.0,47.0
153,153,Stockholm University,Stockholm,Sweden,50.1,54.5,17.7,62.5,29.2,77.1,82.0,97.3,69.3,25375,78.0,22.0,7800,72.0,28.0,2325,69.0,31.0
154,154,University of Waterloo,Waterloo,Canada,50.0,40.2,77.6,82.5,7.0,82.0,79.0,83.6,87.7,35088,87.0,13.0,10269,78.0,22.0,1908,70.0,30.0
155,155,Emory University,Atlanta,United States,49.5,25.2,15.7,68.7,99.1,31.1,50.1,87.7,44.5,13153,52.0,48.0,2043,52.0,48.0,2613,80.0,20.0
156,155,Indian Institute of Science,Bangalore,India,49.5,37.6,22.9,100.0,56.3,1.9,11.7,46.0,14.8,3874,13.0,87.0,59,12.0,88.0,452,92.0,8.0
157,157,Hanyang University,Seoul,South Korea,49.4,45.0,79.1,17.6,83.2,43.8,18.8,68.0,33.9,22313,91.0,9.0,4432,62.0,38.0,3294,89.0,11.0
158,158,Technische Universität Berlin (TU Berlin),Berlin,Germany,49.3,55.1,64.9,23.6,48.5,75.0,46.1,83.2,31.6,20951,61.0,39.0,5640,42.0,58.0,2702,81.0,19.0
159,159,Michigan State University,East Lansing,United States,48.9,60.5,61.4,58.9,12.9,16.9,62.1,93.2,53.6,44513,80.0,20.0,4934,62.0,38.0,3030,76.0,24.0
160,160,King Fahd University of Petroleum & Minerals,Dhahran,Saudi Arabia,48.8,30.3,24.9,50.9,88.5,21.8,100.0,70.2,66.7,7255,83.0,17.0,928,38.0,62.0,1128,30.0,70.0
161,161,Aarhus University,Aarhus,Denmark,48.6,55.6,33.5,55.2,32.4,16.3,87.9,95.4,33.5,28173,55.0,45.0,3052,36.0,64.0,2639,66.0,34.0
162,162,University of York,York,United Kingdom,48.4,43.3,36.1,48.6,45.0,82.1,88.1,88.9,23.7,19964,72.0,28.0,5988,42.0,58.0,1974,66.0,34.0
163,163,University of Exeter,Exeter,United Kingdom,48.2,41.1,56.1,55.3,31.5,77.7,92.3,94.8,92.3,27710,78.0,22.0,7691,64.0,36.0,2571,63.0,37.0
164,164,Texas A&M University,College Station,United States,47.9,61.5,65.0,67.8,5.0,14.7,24.8,91.1,36.3,64752,79.0,21.0,6522,37.0,63.0,3049,87.0,13.0
